Spot,reviewTitle,reviewScore,reviewComment
嘉祥窯陶芸教室,初めてのろくろ体験,4.0,お金以外、本当に手ぶらで体験出来ます。ただ、爪は長くない方が良いかも。丁寧に教えて頂けるし、手伝ってくれます。季節限定の釉薬などがあり、選べます。コロナで、作っているところの写真を撮ってもらえなかったのが、残念でしたので、星４つに。でも、とても楽しい良い体験が出来ました！
嘉祥窯陶芸教室,かなり修正されてました,2.0,先日小学生の娘と2人で体験させて頂きました。
伊根の舟屋,伊根の舟屋,5.0,のんびりゆったり出来て良かった。波音が優しくて癒されました。舟屋見学も昔の話が聞けて、舟屋も近く素敵な経験ができました。、
伊根の舟屋,幼い頃から変わらない風景に癒されました,5.0,伊根の舟屋は私が幼い頃両親に連れて行ってもらいました。今回は私が高齢になった両親を連れて行きました。観光客もふえて街並みは店舗もできていましたが、幼い頃に見た景色が変わらずに残っているのがとても嬉しく思いました。
伊根の舟屋,本当に美しくて見たことのない景色,5.0,日本海側の海の色がこんなに青いとはびっくりしました。波がなく穏やか。潮の匂いもうっすらとしかなく、海の町として想像できるイメージとは全く違う世界で、日本にこんな土地があるのかと驚きます。日本のヴェネチア、と地元の方はおっしゃってましたが、海外になぞらえる必要はなく、この土地そのものが固有の美しさをもっていて、ずっと残っていってほしいと思いました。海上タクシーは早朝であればほぼ貸し切りに近い状態で乗れると思いますが、のんびりと説明をききながら海の上を走る機会はそうそうないと思います。おすすめです。
伊根の舟屋,遊覧船,4.0,２５分のクルージング　カモメが怖いくらいたくさん群れをなしてついて来ました。舟屋を近くで見れて楽しかったです
伊根の舟屋,丹後の漁港もインターナショナル,5.0,・クルマを駐車場に止めて『観光船』で回遊
伊根の舟屋,伊根の舟屋,2.0,駐車場と飲食店が圧倒的に少ない。
伊根の舟屋,釣りバカ日誌に登場した景観,3.0,観光船から見ました。他では見られない珍しい民家ということでしたが、私には刺さらなかった。「釣りバカ日誌」を見た家族は喜んでいました。
伊根の舟屋,道が狭い,3.0,生活道路のみの通行のようで、道が狭いうえ、歩行者も多い。
伊根の舟屋,3つの体験で舟屋満喫！,5.0,4時に神奈川を出発して、お昼に伊根着。
伊根の舟屋,伊根の舟屋へ,5.0,小型の観光船で観光。じゃらんで予約しました！大きな観光船もあったけど、趣のある舟屋に近づき、景色が近くに感じられて、ゆったり周遊してくれて、とってもよかったのでおすすめです！
伊根の舟屋,桜咲く伊根の舟屋,5.0,今年4月5日に京都縦貫道を通り、車で向かいました。知り合いから何もないところですが、桜が咲く時期は大変綺麗で舟屋を直近から見れる観光船も出て大勢の外国人も乗船していて日本人は、4人でした。下船した後、車で街中を散策、伊根で有名な酒蔵を尋ね、その後、高台のカフェにて時間を過ごし、今夜の目的地、奥伊根温泉油屋別館和亭にて宿泊。朝食も晩ご飯も食べきれないほどの新鮮な魚料理や珍しい食材を使った料理などに満足する。
伊根の舟屋,海の京都は最高でした,5.0,海辺から見る景色、高台から見る景色、船から見る景色、すべてが美しかったです。海が透き通って魚も見えるくらい透明度がありました！
伊根の舟屋,のんびりのんびり散策,5.0,3回目の伊根。家内と車中泊と舟屋に宿泊。散策&のんびりと埠頭で釣り三昧。夫婦にとって、全国道の駅の中でベスト10にランクイン。立ち寄り湯がいっぱいあるといいな♪♪♪
伊根の舟屋,伊根の舟屋の素朴さ,5.0,長い間、一度は行きたい場所のひとつで知り合いからもきてくださいとの誘いもあり、この風景が日本の風景の100選に選ばれているのかわからないが、私にとっては新鮮でここにしか無い舟屋の風景を目に焼き付けて旅を終えました。
伊根の舟屋,もう少し長く滞在したかった,5.0,京都駅からの1日ツアーだったので、滞在時間が限られていたので、又ゆっくり訪れてみたい所だ。
伊根の舟屋,町並み,4.0,町並みを見てみて回るのも良いですが、海から舟屋を見ることをお勧めします。観光センターで手配してくれます。
伊根の舟屋,海上タクシー最高でした。,4.0,伊根に着いたのが少し遅い時間だったので、人も少なく、ゆっくりと伊根の町並みを楽しみました。
伊根の舟屋,国際的な観光地,4.0,観光船は、ほとんどの乗船が台湾　韓国からのツーリシスト
伊根の舟屋,やっと行けた！,5.0,snsが身近でない、かなり前に新聞で紹介され、ずっと行きたかった。
伊根の舟屋,古くて新しい街並み,4.0,ガイドブックや写真を見て訪れてみたかったところです　駐車場やトイレもあり散策にはちょうどいい町でした
天橋立,天橋立,5.0,ビューランド、文殊堂、天橋立サイクリング天気に恵まれてホントに良かったです。松の間をサイクリングするのは気持ち良かった
天橋立,懐かしさてんこ盛り,5.0,天橋立は小学校の臨海学習で訪れてます。砂浜でのラジオ体操、知恵の輪の文殊や廻旋橋、イカ徳利など今でも記憶に残ってます。
天橋立,グルメも楽しめるスポット,4.0,平日に行くとより、空いていて楽しめます。和食　洋食なども充実しています。駐車場は日によって金額が変動するので調べていくと良いです。
天橋立,展望を楽しんだ,4.0,ボート、レンタサイクル、遊覧船など、いろいろな楽しみ方ができる。
天橋立,ビューランド、傘松公園からの絶景は忘れられない,5.0,天橋立ツーデーウォーク一日目のコースで、宮津市政70周年記念でビューランド、傘松公園へのリフト等、汽船がゼッケンが乗車券替わりで絶景に感動。また天橋立約2.6kmの松並木の道を歩いたこと、汽船にも乗れて参加した甲斐がありました。
天橋立,天橋立,5.0,日本三景の名の通り素晴らしかったです。
天橋立,夫婦旅行,4.0,夫婦で念願の天橋立に行くことができてよかったです。天候も晴れで景色もとても素晴らしかったです。いい記念になりました。
天橋立,天の橋立　まち灯り,4.0,夏の間、期間限定で砂浜をライトアップする「まち灯り」と言うイベントを開催されてます。ちょうど旅行で天の橋立を訪れていたので見に行かせていただきました。近くで見るのも綺麗でしたが、離れて海岸線から眺めるのも綺麗でした。
天橋立,時間があれば,4.0,丁度夜間ライトアップの期間で、夜の浜も綺麗だった。
天橋立,天橋立駐車場,5.0,天橋立ビューランドに行くために駐車場どこに止めていいのかわからず探して少し離れたところに止めてしまいましたが　天橋立ビューランドの近い所に停めたほうが　安いと後から気づきました
天橋立,見る場所によっての味わいも！,5.0,有名な傘松公園からの「昇龍観」、ビューランドからの「飛龍観」に加え、成相寺パノラマ展望台・大内峠一字観公園・国分寺跡天平観展望所からも橋立を展望。様々な見え方に感激しました。
天橋立,いつ行ってもいいところです,5.0,松林を散策して海岸で水遊びをして
天橋立,行くべき,4.0,廻旋橋が動くところは、感動的。
天橋立,歩いて上まで行けます！,4.0,調べても情報がなく、ロープウェイ&リフトの片道切符を買った後に、歩いて登れますか？と聞けば道があると教えてもらいました。暑い日だったので、登りはリフトで。帰りは、下り口を教えてもらい、そこから歩いて降りました。景色は見えませんが、整備された階段が続いてて歩きやすいです。上にはエアコンが効いている眺めのいい部屋で涼めます。リフト代の節約、自分の足で上がりたい人は、是非チャレンジを。リフト乗り場の左側に登っていく道があり、1本道なので迷いません。上りは20〜30分くらい？下りは10分でした。
天橋立,景色は最高、外国人の団体が多い。,4.0,初めての天橋立観光。片道徒歩とケーブルカーを利用して股のぞき、帰りは観光船を利用してゆっくりと観光できました。帰りの時間に大雨に見舞われたのがチョット残念。外国人の団体客が多かった。
天橋立,天橋立ビューランド,5.0,天橋立、やはり日本三景というだけあって、素晴らしかったです！！リフトとケーブルのどちらでも利用可能なのがいいと思います。回廊からの眺めが最高！
天橋立,天橋立ビューランド,5.0,乗り物で遊んだり札所参りせず、天橋立を眺めるだけなら滞在時間は長くないが、笠松公園からよりこちらからの方が天橋立がより龍らしく見えてきれいだと思う。
天橋立,さすがの日本三景！,5.0,ロープウェイのレストハウスで海を眼下にランチ。いつまでもいたい気分。丹波の黒豆を素材にした様々なお土産、充実度は予想外でした。
天橋立,気持ち良かったです,5.0,3人家族でモノレールに乗って天橋立ビューランドに行きました。天気も良くて最高でした。遊園地内にあるお店でイワシ竹輪を頂きました。その時店員さんがとても親しみやすく地元の名産品や買えるお店など耳寄り情報を教えていただきました。とても参考になりました。
天橋立,写真のとおりだった,4.0,旅行の際見に行きました。
玉光湯　ひじりのね　伏見店,イベントが楽しみ,4.0,お風呂に入りに行って、エントランスでワンコイン10分の占いをしてもらいました。この占いがワクワクして、友人を誘ってリピート。占いの開催される日は公式ページで要確認。
玉光湯　ひじりのね　伏見店,癒やされた,3.0,平日午前中空いててよかった。
玉光湯　ひじりのね　伏見店,残念です,1.0,人気があるようで炭酸泉には人がいっぱい
玉光湯　ひじりのね　伏見店,受け付け対応不十分,3.0,初めて利用しました。
玉光湯　ひじりのね　伏見店,お風呂とアカスリに癒されました,5.0,お湯加減もちょうど良く、広すぎないのでゆっくりできました。
玉光湯　ひじりのね　伏見店,人気店,3.0,平日の夜に行きましたが人が多すぎ。大声で話す人がいたり、サウナ後に掛け水をせず入ったりとマナー違反の人が多かった。もっと人がいないタイミングにいったら楽しめたかもしれない。
玉光湯　ひじりのね　伏見店,いろんなタイプのお風呂が楽しめる,4.0,じゃらんで予約決済すると現地にいってからの支払いがない。ポイントがつくのがいい。古さはあるが、スーパー銭湯なのでいろんなお風呂が楽しめて自分の体に合わせて入れるのがいいですね。露天風呂もあるので、温泉気分も味わえるのでいい。風呂上りにはいろんなドリンクや食事処もあるので、ゆっくりくつろげます。
玉光湯　ひじりのね　伏見店,町中の銭湯を少しした感じのところ,3.0,お風呂の種類は多いが施設が大きくなく、浴槽が大きくないので混雑しているとゆっくりと入ることができないのが残念でした。
玉光湯　ひじりのね　伏見店,店員の態度が悪い,2.0,入浴受付の時は問題なかったが、退出受付の鍵の受け渡しの際店員がほぼ無言で、ありがとうございますも愛想もなかった。
玉光湯　ひじりのね　伏見店,スーパー銭湯いいですね,4.0,じゃらんポイントの消化のため利用しました。初訪です。
玉光湯　ひじりのね　伏見店,長く楽しめる場所,4.0,色々なお風呂を楽しめる場所で、お土産やリラクゼーション、食事所もあるので、長時間ゆっくり過ごすことができます。
玉光湯　ひじりのね　伏見店,朝風呂,4.0,朝から開いているので助かります。
玉光湯　ひじりのね　伏見店,ゆっくりとくつろげました,4.0,無理駐車場あり、ジェット風呂の種類が多く、電気風呂、水風呂、サウナ、露天など、種類が多く楽しめます。
玉光湯　ひじりのね　伏見店,露天風呂最高,5.0,女性の露天風呂が広くてしかもシルキー風呂でテレビもあってすごくゆっくりできました。シャワーもたくさんあって密にならないので今の時期とても良かったです。ぜひまた行きたいと思います。
玉光湯　ひじりのね　伏見店,日帰り温泉,4.0,両親を誘い良く利用させて頂いています。炭酸泉が気持ちいいです。
玉光湯　ひじりのね　伏見店,チキータさんのクチコミ,1.0,常連客が露天のど真ん中で顔までもぐっていた。
玉光湯　ひじりのね　伏見店,汚すぎる,1.0,全てにおいて汚すぎる　浴槽のガラス鏡等
玉光湯　ひじりのね　伏見店,日帰り温泉,5.0,年に何回か利用させていただいてます。今回も以前同様とても気持ちよく入浴できました。施設内での昼食もおいしく特殊な注文にも対応していただき感謝です。
玉光湯　ひじりのね　伏見店,お風呂,1.0,塩サウナで喧嘩してるお客さんがいて
玉光湯　ひじりのね　伏見店,サウナと露天風呂がいいです,4.0,土曜日の昼過ぎなら、そんなに混んでいなくて、サウナもゆっくり楽しめました。
清水寺,河原町から散歩がてら,5.0,京都観光で河原町から散歩がてら
清水寺,京都の人気スポットですが・・・,5.0,おっちゃんの京都観光のスタートは、清水寺からです。京都駅前のバス乗り場から清水道のバス停までを予定していましたが・・・午前11時頃のバス乗り場は長蛇の列で心が折れてしまいました。京都のバスが混んでいるとは聞いていましたが、これほどの混雑は想定外でした。スタート失敗です。1番混雑している路線ですね。旅は自由に、決まりはなし!夕方の出発に変更です。昼より少し空いたバス停。作戦、成功です。清水道バス停より坂を登ります。坂は何本かありますが、混雑している坂から、少し外れて静かな坂まで・・・行きは混雑の清水坂で、帰り道は空いている清水新道・五条坂にしました。夕暮れの清水寺もいいものですね。急いで御朱印をいただきに。最近は外国人さんも御朱印やってるんですね〜墨で直に書くスタイルに感動するんでしょうね!おっちゃん、漢字は苦手で読めないけど・・・外国人さん、雰囲気に酔いしれてるんでしょうねぇ〜ジャパンぽいもんね!清水の舞台から眺める京都の街並みもイイものですね。京都タワー見つけて、地下で冷たい泡の飲み物でも飲もうとココロに決め、五条坂のバス停に向かうおっちゃんでした。清水寺は必ず訪れたいですね。中学生の修学旅行を思い出します。今日は、大人の修学旅行。京都の夜は、まだまだ長い!
清水寺,海外の方が多いけど行ってみるべき,4.0,有名な清水寺は小学生のころに修学旅行できました。20年以上前にきたけどまた
清水寺,もう行かない,1.0,清水寺の拝観チケットを買う窓口のところで、私男性なのですが、そこの3番の窓口でチケットを買おうとしていたのです。受付の人が下を見ていて気付かないので窓を指でコンコンってノックしたら「あっぢ！！！！！いけ！！」と怒鳴られて2番窓口で無事チケットを買えたのですが、後に若い女性の方が3番窓口でチケットを買うためにノックをしたのですが対応がガラッと変わって「ちょっと待っててくださいね♪（ニンマリ）」と言ってて気色悪かったです。音羽の滝はわき水と言われていますが水道水で効果も変わらないらしいです
清水寺,とても楽しかったです！,5.0,久しぶりに訪問しましたが、外国人さんがとても多くて驚きました。お寺まではいくつか坂がありますが、それぞれの坂にいろいろなお店があって楽しめます。それにしても外国人さんが多くて、確実に日本人の数倍はいましたね。
清水寺,京都と言えば清水寺,5.0,久しぶりに清水寺に行きました。朝6時から入れるのと、朝8時までは、駐車場が1時間100円なので1人できました。朝はがらがらですが、午後きたら、めちゃくちゃ混んでました。外国人と修学旅行の人達でいっぱいです。車で行くなら朝8時前がお勧めです。
清水寺,聞き良き,5.0,爽やかな風を浴びながら京都を感じることができます。とてもおすすめですが、私たちはスーツケースを持って行ったので汗だくです
清水寺,京都を代表する有名寺院,5.0,京都を代表する有名寺院で外国人、修学旅行生多数です。
清水寺,感動する,4.0,人生で一度は来てみたかったためすごく感動しました。観光客が多くてとても人気なことが分かりました。入館料もかかりますが安いためよかったです。
清水寺,定番の清水寺,4.0,京都を代表する観光地の一つですね。人生で一度は行ってみるべきだと思います。久しぶりにお参りしたのですが、あまりの観光客の多さには驚くばかりです。
清水寺,拝観料400円,5.0,朝6:00から拝観出来ますが御朱印やお守りを買う時間は8時以降です。
清水寺,四季折々,4.0,季節ごとに楽しめます。
清水寺,冬の古都を満喫〜清水寺編〜,5.0,家族で冬の京都を訪れました。ゆっくりお寺巡りやグルメを楽しみました。やはり鉄板の清水寺は外せません。私自身初めての清水でしたので、ワクワクが止まりませんでした。全てが最高でした。帰りは二年坂、三年坂を下り八坂神社へ・・・。初詣のお客さんも多かったので、少し大変でしたが、京都に行った際には訪れたいところです！
清水寺,清水寺の舞台から,5.0,言わずと知れた京都屈指のお寺。
清水寺,夜の紅葉特別展示会,5.0,紅葉には少し早かったですが綺麗な夜の特別展示会でした。
清水寺,舞台下から清水寺の柱を見上げた風景が好きです。,4.0,コロナ禍で外国人観光客が少ない時期にも行きましたが、その時は、音羽の滝には並んで待っている人は２、３人くらいで、清水寺もその周辺もそれほど混雑はしていませんでした。でも、今回行ってみたら、音羽の滝には長い行列ができており、清水寺の舞台下の柱あたりまで伸びていました。朝６時台に行けば空いているそうですが、そうでなければ、混雑は仕様がないですね。音羽の滝を利用するには、背後の不動明王にお参りをし、賽銭箱に賽銭をしてから、滝を一つ選んで水を一口飲むのが良いとされています。が、外国籍の方は知らない人も多いですので、分かりやすい案内板があるといいなと思いました。
清水寺,朝の６時から拝観できます。,5.0,私自身は修学旅行の引率で何度も訪れたことがあるのでもう来ることはないだろう、と思っていたのですが、妻が高校の修学旅行以来行った事がないというのでまた行ってみることにしました。調べてみると開門が朝の６時！ホテルの朝食を後回しにしてまず清水寺へ行ってきました。着いたのは６時２０分。まだ日の出前で薄暗い中、受付を済ませ舞台に。舞台から見る京都の街は上空に薄雲がたなびいて幻想的な風景でした。本堂に上がると奥に２８部衆を拝観することができました。何度も清水寺へは来ていたのにこの仏像が見られることは知らなかったので感動でした。またこれも今まで行きたいと思いながら行った事のなかった「子安の塔」にも足を運びました。意外に近く１０分足らずで着き、そこから舞台を写真に収めました。その頃には外国人も含めけっこう多くの観光客が訪れていましたが、日中に比べるとかなり少ないだろうと思いました。清水寺観光は早朝がお勧めです。
清水寺,朝がおススメ,5.0,やはり落ち着きます。外国のかたが増えましたが、早朝参拝であれば、気持ち的にゆっくりまわれると思います。
清水寺,阿弥陀堂の納経所の対応が悪い,1.0,阿弥陀堂の納経所で御朱印を頂きましたが、御朱印を頂きたいと伝えた途端、無言でお守り等の出していた物をガンガンと中にしまいだし、御朱印帳を出しながら、2種類お願いしたいと伝えたところ、物凄い形相で睨みつけながら、時間かかりますけど？と言われたので、萎縮しながら、はいと伝えるとまた、無言。
清水寺,すごい人,5.0,日曜日の16時ごろに行きました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,さすが人気店だなと分かるレストランでした。,5.0,小分けされた料理が多く、取りやすかったです。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,期待したほどでは,2.0,口コミが良かったので期待していたのですがもう少し品数が欲しいと思いました
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,2回目の利用,5.0,初回にとても良かったので、再訪しました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,空いていてよかった。,3.0,１時間１５分程と時間に制限があります。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,最高のおもてなしで至福のひととき,5.0,前回、友人の誕生日で利用させて頂き、最高のおもてなしを頂き、京都でのお食事はこちらでと２度目の利用です。今回も最高のおもてなしを頂きました！８月の娘の誕生日祝いに利用したかったがこの夏は暑くて利用できなくってと予約の際にお話したら、１ヶ月遅れでもとバースデーデザートプレートをご用意頂き、ケーキに花火と歌でお祝いして下さり感激でした。それ以外にも、随所で気持ちの良いお声かけもして下さり、お食事はもちろの事ながら、それにプラスして最高のおもてなしを頂き至福のひとときを過ごさせて頂きました。本当に有難うございました！ゆっくりお食事されたい方に特にオススメです。娘は車椅子利用ですが、本当に気持ちよく過ごさせて頂きましたので、ご高齢の方でも気持ちよくご利用頂けると思います。次回は、友人のご主人さんのお誕生日で利用させて頂きたいと思っています。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,お気に入り,5.0,月替わりでメニューが変わるので、毎月伺いたいレストランです。サイドビュッフェやアイス、シャーベットも美味しくて毎回楽しみにしています。スタッフの方の接客が気持ちよく、皆さん笑顔で丁寧にお声がけくださり、ゆっくり気持ちよく過ごさせて頂きました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,はんなり京都ランチ,5.0,京都観光の折にお伺いしてます。もう何回行ってもスタッフさんの対応が素敵で感動です。もちろんお料理も美味しく、今回はメインを選択するランチだったのですがサーモンのパイ包みが絶品でした。ブュッフェの白身魚が入ったチーズリゾットもおかわりしました。心も満足するランチでした。ごちそうさまでした。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,良かったですよ,3.0,有効期限が迫っているポイント消化ができるランチを探して、予約しました。ところどころに鏡のパーテーションがうまく配置されていて、他のお客様もほとんど見えないし、おしゃべりも、同じブースの一組が聞こえる程度でゆっくりできました。ホテルのランチビュッフェにしてはお食事のメニューが少なく感じましたが、、、美味しかったです。温かい緑茶、カプチーノ、各種ジュースにブドウのシャーベット、そしてケーキ類でお腹いっぱいになりました。こちらからお願いしなくても。スタッフの方達がいい感じで、空いたお皿などを下げてくださり、落ち着いてお食事できました。ポイントでお食事させていただけて、良かったです。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,豪華ホテルランチ,5.0,ランチで翠京レコメンドデッシュコースを頂きました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,とても居心地が良いレストラン,5.0,今回は2回目の訪問でした。2回訪問したということは、最初の訪問で「また来たい」と思ったからですね。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,がっかりのランチ,2.0,３５００円でひれステーキとバイキングのランチでした。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,美味しかったです,5.0,一人ランチでしたが快適でした。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,メインディッシュが最高でした！,5.0,ご馳走様でした。終始ホテルらしいサービスを提供頂きました。出張お仕事のあと疲れ果てていても少しだけ足を伸ばして、鴨川界隈へきた甲斐がありました。メインを鱧やステーキと迷いながらお魚に決め、予想よりずっと味わい深い包みグリルという工夫も凝らした美味しい一品をいただけました。添えたガーリックバケットも不可欠でソースを最後の一滴まで堪能できました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,居心地のいい空間　と　スタッフさんの笑顔,5.0,いつ行っても雰囲気のいいお店でゆっくりできます。スタッフさんも笑顔の対応でとても気持ちよくお食事ができます。6月からは和食のメニューが少しですがビユッフェに加わり楽しんでいます。今回はだし巻き卵の牛肉あんかけ、目新しくておいしくいただきましたし、選択したステーキもきれいに盛られてあり食欲をそそられました。料理、サービスもクオリティーの高いお店です。スタンプカードもあり、5回行くと1000円分の支払いに使えますので、友達と定期的に寄せてもらっています。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,清潔な空間でゆったり過ごせます,4.0,とってもゆったり広々しており、清潔で気持ちの良い時間を過ごせます。少しだけデザートが少ないかな、とも思いましたが、立地からもコスパが良いと感じました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,落ち着いた雰囲気でゆっくり過ごせるビュッフェ,5.0,前回3月に訪れた際のお料理と雰囲気がよかったので再訪してみました。ひとりでランチに伺いましたが、周りにはグループでの利用のほか、一人でこられている方も多く、どんなシーンでも利用しやすい雰囲気です。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,とても親切でした,5.0,ブュッフェスタイルのランチでしたが、量も質も良く、スタッフさんもとても親切で迅速な対応をされていて、気持ち良く利用させて頂きました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,静かに過ごせる空間,5.0,ランチで初めて利用しました。訪れると、以外に１人でお食事されている方が多かったです。皆さん静かに過ごすことができるお店として利用されているのかなと感じました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,雰囲気よく落ち着いて過ごせ増した,5.0,京都へ旅行へ行ったときにお世話になりました。
ソラリア西鉄ホテル京都プレミア三条鴨川　レストラン翠京,気軽にホテルランチ,4.0,手頃な価格でゆっくりランチできて、店員さんの方もとても感じ良かったです。ビュッフェの品数は少ないですが、どれも美味しかったです。サラダのドレッシングが美味しかった。ジュースの種類も多くて良かった。デザートはイマイチでしたがお値段を考えれば充分でした。
舞妓体験・レンタル着物 スタジオ四季,シャワーか、パウダールームが欲しい,4.0,娘たちの舞妓体験で行きました。
舞妓体験・レンタル着物 スタジオ四季,スタッフの対応は良かったんですけど…,2.0,四季さんがまだ二年坂にあった頃に舞妓体験をしました。簪も着物もとても綺麗で写真も最高でした。
舞妓体験・レンタル着物 スタジオ四季,初体験,4.0,友人３人と舞妓体験をしました。白塗りは初体験！
舞妓体験・レンタル着物 スタジオ四季,念願の舞妓体験,4.0,コロナ前に行って体験する予定だった舞妓体験
舞妓体験・レンタル着物 スタジオ四季,行かなければ良かったレベル,1.0,まず、バス停から急傾斜な坂を5分ほど登らないといけないし、入店したらWi-Fiどころかネットに繋がりません。帰りはタクシーを呼ぼうと思って配車アプリを入れていましたが、ネットに全く繋がらずイライラしました。（後でタクシー乗り場へ案内しますと店の人に言われたが、案内はなかった）
舞妓体験・レンタル着物 スタジオ四季,舞妓さんになってみた,4.0,京都で舞妓さんの衣装を着て写真撮影をしていただきました。
舞妓体験・レンタル着物 スタジオ四季,最高の思い出作り！,5.0,6年生女子5名で、卒業記念にこちらのプランを利用しました。
舞妓体験・レンタル着物 スタジオ四季,あまりクオリティは高くないかも,2.0,まるで別人のような姿で、きれいに写真を撮っていただけて感動でした。
舞妓体験・レンタル着物 スタジオ四季,MIYAVIさんのクチコミ,1.0,長年の夢の舞妓体験をしにワクワクしながら行きました
舞妓体験・レンタル着物 スタジオ四季,舞妓さん体験を格安で！,5.0,娘と京都旅行のときに体験しました。化粧・着替え・撮影・自由に撮影・化粧落として帰りの準備、全ての所要時間は２時間半くらいだったでしょうか。とても楽しく良い思い出を格安でできました。舞妓さんに変身して、写真も２枚頂けて、自分のカメラでも自由に撮影ができて、申し分ないくらい満足です。外を歩くのもいいな〜と思いましたが、清水寺からすぐの場所なので、混んでて逆に外に出たら大変だっただろうから、室内で自由撮影で良かったかなと思いました。
舞妓体験・レンタル着物 スタジオ四季,とても嫌な気持ちになりました,1.0,たくさん旅行に行っていますが、初めて口コミを書きます。
舞妓体験・レンタル着物 スタジオ四季,あっという間に美しく変身,5.0,担当の方が手際が良く、あっという間に舞妓さんに変身出来ました。地毛を生かした半カツラを選んだこともよかったと思います。全カツラに比べて、仕上がり具合が自然でした。着物の種類も多かったです。一つ惜しかったのは、帯が使いすぎのためか劣化していて折り目が擦れて綻びがあったことです。写真には影響なかったようです。とても満足のいく仕上がり具合でした。楽しい体験ができました。ありがとうございました。
舞妓体験・レンタル着物 スタジオ四季,親子で舞妓体験,5.0,母娘4人で京都旅行した際にお邪魔しました。
舞妓体験・レンタル着物 スタジオ四季,いい思い出になりました＊.,5.0,60分散策プランを予約しました！
舞妓体験・レンタル着物 スタジオ四季,家族で楽しめました！,4.0,父親を除く母娘の分で予約をしていたのですが、当日オプションで父親も参加することができ記念になる家族写真を撮ることができました。
舞妓体験・レンタル着物 スタジオ四季,娘との良い思い出になりました,5.0,清水寺からの帰り道のコースでもある産寧坂のところにあります。
舞妓体験・レンタル着物 スタジオ四季,思ったよりも気軽に体験できました！,4.0,受付をしてから、着替えに案内され、
舞妓体験・レンタル着物 スタジオ四季,舞妓体験,4.0,坂の途中に店舗があり、入り口に従業員の方がいらっしゃったので通り過ぎること無く到着できました。カツラの種類や写真の枚数等オプションが多数あるので、追加した分だけお金はかかってしまいますが、説明が分かりやすく安心できました。色々やりたい事がある、写真がデータで欲しいなどがあればオプションを追加すれば良いし、コスパ良く楽しみたいのであれば何もつけなくても充分楽しむことができます。着物もメイクも本格的でとても満足できました。また機会があればやりたいです。ありがとうございました。
舞妓体験・レンタル着物 スタジオ四季,親子で舞妓撮影,5.0,娘と二人で舞妓さんに変身しました！笑
舞妓体験・レンタル着物 スタジオ四季,子供もテンション上がる舞妓体験,5.0,清水寺近くのきれいなお店です。ちなみにグーグルマップを頼りに行ったのですが、路地が多いので少し迷子になりました。今回は、小学生の子供が体験したのですが、お化粧もきれいにしていただき、スタッフの方も親切だったので、人見知りの娘も楽しく体験出来ました。雨が降ったので、散策は出来ませんでしたが、貴重な体験が出来て良かったです。ありがとうございました。
京都山科ホテル山楽finedining山科,旅の始まりに,4.0,妹達とのおごと温泉旅の一食目に以前からきになっていたこちらを予約させて頂きました。待ち合わせ場所としても山科駅が最適だったので。
京都山科ホテル山楽finedining山科,ドリンク・デザートの種類が豊富,5.0,ランチのハーフビュッフェを予約して行きました。
京都山科ホテル山楽finedining山科,料理も接客も大満足でした,5.0,以前行ったランチがとても良くて、今回はシャンパンフリーフロー付きのプランで食事を楽しみました。
京都山科ホテル山楽finedining山科,いつもゆっくりできます,4.0,三度目の利用です。今回は一人でランチを楽しみました。窓際の気楽な席を用意して頂き、お腹いっぱいお料理を頂きました。
京都山科ホテル山楽finedining山科,三度目のランチ,3.0,以前に宿泊の際、朝食もランチも気に入り、朝食もランチも複数回利用してます。ランチは提供の形態が少し変わって、デザートもビュッフェのみでケーキが選べなくなったりと、私的には改悪に感じていますが、お客様もとても増えていて、物価高あっては 致し方ないかなと許容です。フロアの方の対応がとても親切で気持ちよく過ごせたので、また伺いたいです。
